iter	Logloss
403	0.1842742438
404	0.1841513797
405	0.1839701913
406	0.1838994998
407	0.1837770591
408	0.183623631
409	0.1834709052
410	0.1833593192
411	0.1832896874
412	0.1831651734
413	0.183070858
414	0.1829449951
415	0.1828024572
416	0.1827460578
417	0.1826936053
418	0.182497808
419	0.1823418449
420	0.182226619
421	0.1821161231
422	0.1820059843
423	0.1819361917
424	0.1818698418
425	0.1817506222
426	0.1816952845
427	0.1816140979
428	0.1814720742
429	0.1814046272
430	0.1812669528
431	0.181152442
432	0.1810696948
433	0.1809891442
434	0.1808864365
435	0.1808031663
436	0.1806899813
437	0.1805151497
438	0.1804020149
439	0.1802900303
440	0.18017645
441	0.1800863564
442	0.1799423757
443	0.179811144
444	0.1796351118
445	0.1795265827
446	0.1794143894
447	0.1793156379
448	0.1791661488
449	0.1790871387
450	0.1789807176
451	0.1788675918
452	0.178721252
453	0.1786694066
454	0.1785523962
455	0.1784775107
456	0.1783775628
457	0.1782681405
458	0.1781418168
459	0.1780262754
460	0.1779159674
461	0.1778699075
462	0.1777404544
463	0.1776301384
464	0.1775157701
465	0.1774363243
466	0.1772305398
467	0.1771682637
468	0.1771011856
469	0.1770075106
470	0.176891169
471	0.1768166721
472	0.1767301772
473	0.1766303343
474	0.1765397695
475	0.1764130214
476	0.1763174705
477	0.1761951485
478	0.176093118
479	0.1760360651
480	0.1759264749
481	0.1758570594
482	0.1757649978
483	0.1756327354
484	0.1755826676
485	0.1755287134
486	0.175405684
487	0.1753083772
488	0.1751400449
489	0.1750125781
490	0.1749040732
491	0.1747875917
492	0.1746950755
493	0.1745975356
494	0.1745272421
495	0.174468153
496	0.1743323779
497	0.1742406387
498	0.1741660736
499	0.1740551404
500	0.1739603123
501	0.1738849319
502	0.1738340036
503	0.1737585204
504	0.1736475632
505	0.1735367982
506	0.1734189842
507	0.1733102554
508	0.173223006
509	0.1731535211
510	0.1730665874
511	0.1729663559
512	0.1728556995
513	0.1728017189
514	0.1727087868
515	0.1726055921
516	0.1725485969
517	0.1724691701
518	0.1723824399
519	0.1722839259
520	0.1721477484
521	0.1720900141
522	0.1720258169
523	0.1719342497
524	0.1717719574
525	0.1716633182
526	0.1715911533
527	0.1714864584
528	0.171427085
529	0.1713526148
530	0.1711823086
531	0.1711362346
532	0.1710474951
533	0.1709953901
534	0.1708925023
535	0.1708402786
536	0.170741156
537	0.1706887199
538	0.170598434
539	0.1705601454
540	0.1704893509
541	0.1703373804
542	0.1702216448
543	0.1701260398
544	0.1700511651
545	0.1699993156
546	0.1699031082
547	0.1697343345
548	0.1696653469
549	0.169598692
550	0.1695308944
551	0.1694717097
552	0.1693974376
553	0.1693076293
554	0.169264593
555	0.1691700973
556	0.1691445973
557	0.1690771666
558	0.1690428286
559	0.1689631986
560	0.1689026383
561	0.1687855039
562	0.1687311962
563	0.1686368508
564	0.1685259912
565	0.1684467419
566	0.1683453359
567	0.1683013874
568	0.1682183065
569	0.1681003668
570	0.1679846635
571	0.1678988004
572	0.1678524924
573	0.1678081509
574	0.1677383307
575	0.167648128
576	0.167598655
577	0.1675296736
578	0.1674051886
579	0.1673509896
580	0.1672692622
581	0.1672244609
582	0.1671686427
583	0.1670966984
584	0.1670346212
585	0.1669891976
586	0.1669234654
587	0.1668745099
588	0.1668208618
589	0.1667484537
590	0.1667107087
591	0.1665431285
592	0.1664525345
593	0.1663683148
594	0.1662600468
595	0.1661723288
596	0.166092464
597	0.166009958
598	0.1658271087
599	0.1656176632
600	0.1655419066
601	0.1654417506
602	0.1653330894
603	0.16526673
604	0.1651388684
605	0.1650659889
606	0.1649983568
607	0.1649274377
608	0.1648368095
609	0.1647366346
610	0.1646348631
611	0.1645328688
612	0.1644702373
613	0.1644580723
614	0.1643856803
615	0.1643301428
616	0.1642569663
617	0.1642252642
618	0.1641735759
619	0.164113167
620	0.1640267173
621	0.1639189202
622	0.163797413
623	0.1637045958
624	0.1636353745
625	0.1635443236
626	0.1634575553
627	0.1634082522
628	0.1633231993
629	0.1632721288
630	0.163197086
631	0.1631233462
632	0.1630552924
633	0.1629754079
634	0.1629003563
635	0.1628527703
636	0.1627664412
637	0.1626958778
638	0.1626385615
639	0.1625601945
640	0.1625176461
641	0.1624730605
642	0.1624321055
643	0.1623455275
644	0.1622944361
645	0.1622228242
646	0.162144029
647	0.1620460642
648	0.1619978942
649	0.1619115952
650	0.1618697458
651	0.1617657253
652	0.1617193388
653	0.1616694818
654	0.1615705762
655	0.1615413101
656	0.1614900192
657	0.1613693862
658	0.1613490401
659	0.1612665732
660	0.1612296957
661	0.1611563065
662	0.161083425
663	0.1610364359
664	0.1609989189
665	0.1609520129
666	0.1608626056
667	0.160763497
668	0.160725676
669	0.1606246288
670	0.1604580499
671	0.1603722026
672	0.160290465
673	0.1602043933
674	0.160104058
675	0.1600167652
676	0.1599818275
677	0.1599156086
678	0.1598265443
679	0.1597738366
680	0.1596651622
681	0.159626396
682	0.1595570499
683	0.1595413241
684	0.1594480457
685	0.159378069
686	0.1592755218
687	0.1592496813
688	0.1592098533
689	0.1591257186
690	0.1590514941
691	0.1589836622
692	0.1588899343
693	0.1588252576
694	0.1587820088
695	0.1587592395
696	0.1586990915
697	0.1586440481
698	0.1586008666
699	0.1584994617
700	0.1584220723
701	0.1583520045
702	0.1583130703
703	0.1582676036
704	0.1581907596
705	0.1581422216
706	0.1580493438
707	0.1579918934
708	0.1579297011
709	0.1578058211
710	0.1577217054
711	0.157586354
712	0.1574997431
713	0.1574587568
714	0.1573802178
715	0.1572938777
716	0.1572136364
717	0.1571675268
718	0.1571475529
719	0.1571080588
720	0.1570492468
721	0.1570052714
722	0.1568823945
723	0.1568149778
724	0.1567645586
725	0.1567161119
726	0.1566451761
727	0.1565630511
728	0.1564752077
729	0.1564406707
730	0.1563669066
731	0.1562678661
732	0.1562224383
733	0.1561803434
734	0.1561368093
735	0.156083748
736	0.1560121106
737	0.1559389171
738	0.1558865014
739	0.1558119482
740	0.1557143311
741	0.155648657
742	0.1556287686
743	0.155555594
744	0.1554995452
745	0.1554376776
746	0.1553728905
747	0.1553534413
748	0.1552987061
749	0.1552398019
750	0.1551937416
751	0.1551536307
752	0.1550745717
753	0.1550272276
754	0.1549266659
755	0.154852344
756	0.1547897047
757	0.1546671114
758	0.1546102276
759	0.1544883328
760	0.1544253272
761	0.1543709419
762	0.1542934556
763	0.1542368829
764	0.1541915567
765	0.1541349228
766	0.1540864821
767	0.1540569995
768	0.154014333
769	0.1539322811
770	0.1539150823
771	0.1538686212
772	0.1538023165
773	0.1537385135
774	0.1536965752
775	0.1536799189
776	0.1536530957
777	0.1536002387
778	0.1535044533
779	0.1533957994
780	0.1533225383
781	0.1532599486
782	0.153170123
783	0.1531297237
784	0.1530871287
785	0.1530168978
786	0.1529538127
787	0.1528846671
788	0.1528596786
789	0.1527846595
790	0.1527501108
791	0.1526986092
792	0.1526292561
793	0.1525618877
794	0.1525016996
795	0.1524294955
796	0.1523782104
797	0.1522697838
798	0.152237851
799	0.1521923969
800	0.152145857
801	0.1520761881
802	0.1520203571
803	0.1519680148
804	0.1518996674
805	0.1518004885
806	0.1517636613
807	0.1517053572
808	0.1516665614
809	0.1516095761
810	0.1515167114
811	0.1514602752
812	0.1513961232
813	0.1513275392
814	0.1513038318
815	0.1512707606
816	0.151215949
817	0.1511788398
818	0.1511448932
819	0.151077472
820	0.1510193816
821	0.1509445601
822	0.1508613961
823	0.1508266623
824	0.1507812457
825	0.1507436697
826	0.150658124
827	0.1506098749
828	0.1505543824
829	0.1504883691
830	0.1504380199
831	0.1503804538
832	0.1503246689
833	0.1502282727
834	0.1501716677
835	0.1501072935
836	0.150094722
837	0.1500440435
838	0.149930002
839	0.1498742923
840	0.1498411433
841	0.1497997868
842	0.149738283
843	0.1496328295
844	0.1496126892
845	0.1495687402
846	0.149497145
847	0.1494495432
848	0.1493742273
849	0.1493185958
850	0.1492588502
851	0.1491840509
852	0.1491220162
853	0.1490987542
854	0.1490671205
855	0.1490047525
856	0.1489726135
857	0.1489349894
858	0.1488701585
859	0.1488152949
860	0.1487573203
861	0.14872116
862	0.148669975
863	0.1486414464
864	0.1485837441
865	0.1485493164
866	0.1485001627
867	0.148445587
868	0.1483841597
869	0.1483461394
870	0.1482993553
871	0.1482444767
872	0.1482057175
873	0.1481744923
874	0.1481464319
875	0.1480894732
876	0.1480304932
877	0.148005287
878	0.1479762111
879	0.1479458946
880	0.1479138605
881	0.1478592089
882	0.1478040728
883	0.1477153087
884	0.1476669183
885	0.1476076347
886	0.1475600737
887	0.1475279832
888	0.1474793601
889	0.1474229786
890	0.147371085
891	0.1473076655
892	0.147240523
893	0.147205845
894	0.1471593194
895	0.1470889516
896	0.1470358299
897	0.1469770932
898	0.1469572365
899	0.1469226304
900	0.1468629425
901	0.1468370374
902	0.1467987329
903	0.1466765419
904	0.1466297735
905	0.1465693227
906	0.146487952
907	0.1464592256
908	0.1463994974
909	0.1463474751
910	0.1463292095
911	0.1463211114
912	0.1462575157
913	0.1462076859
914	0.1461613057
915	0.1461209568
916	0.1460821491
917	0.146030381
918	0.1459930392
919	0.1459037123
920	0.1458405085
921	0.1458097389
922	0.1457726184
923	0.1457078795
924	0.1456511496
925	0.1455784568
926	0.1455231666
927	0.1454642735
928	0.1454205327
929	0.1453881261
930	0.145366093
931	0.1453015795
932	0.1452307918
933	0.1452014738
934	0.1451362293
935	0.1451049579
936	0.1450714775
937	0.145037491
938	0.1449825619
939	0.1449314859
940	0.1448899433
941	0.1448220206
942	0.1447401603
943	0.1446967624
944	0.1446417842
945	0.1445851183
946	0.1445107566
947	0.1444583917
948	0.1444196608
949	0.1443792462
950	0.1443239998
951	0.1442832301
952	0.1442383372
953	0.1441701452
954	0.1440926782
955	0.1440593091
956	0.1440172593
957	0.1439818205
958	0.1439433701
959	0.1438893638
960	0.1438341256
961	0.1437416144
962	0.1437202558
963	0.1436775274
964	0.1436309488
965	0.1435740486
966	0.1435417931
967	0.14347684
968	0.1434232462
969	0.1433618004
970	0.1433260073
971	0.143308405
972	0.1432780627
973	0.1432643349
974	0.1432147036
975	0.1431836109
976	0.1431514768
977	0.1430972904
978	0.1430526236
979	0.1430194392
980	0.1429793501
981	0.142949556
982	0.1429103103
983	0.1428755132
984	0.1428389422
985	0.1428138412
986	0.1427686097
987	0.1427289662
988	0.1426681059
989	0.1426427819
990	0.1425868111
991	0.1425141464
992	0.1424945637
993	0.1424660149
994	0.1423992188
995	0.1423499523
996	0.1423235251
997	0.1422825086
998	0.1422310388
999	0.1421483892
